,med,images,confidence,label,Class,confidence2
0,https://pbs.twimg.com/media/FOu6bsWWQAY3HpF.jpg,images/Cropped Image1.jpg,0.9972742199897766,9,container ship,0.9917741417884827
1,https://pbs.twimg.com/media/FOjS1FAXsAMl-cl.jpg,images/Cropped Image2.jpg,0.8882607817649841,9,milk can,0.296007364988327
2,https://pbs.twimg.com/media/FOjS1FAXsAMl-cl.jpg,images/Cropped Image3.jpg,0.8702605962753296,9,container ship,0.9446094632148743
3,https://pbs.twimg.com/media/FOjS1FAXsAMl-cl.jpg,images/Cropped Image4.jpg,0.5519087314605713,9,container ship,0.40363579988479614
4,https://pbs.twimg.com/media/FOdzWUcUcAALYM4.jpg,images/Cropped Image5.jpg,0.9976946711540222,9,container ship,0.9995916485786438
5,https://pbs.twimg.com/media/FOdMx9lVQAASuN9.jpg,images/Cropped Image6.jpg,0.9976946711540222,9,container ship,0.9995916485786438
6,https://pbs.twimg.com/media/FO9F_UsXoAAPluk.jpg,images/Cropped Image7.jpg,0.9487789273262024,9,dock,0.24591989815235138
7,https://pbs.twimg.com/media/FO9F_UsXoAAPluk.jpg,images/Cropped Image8.jpg,0.703952431678772,9,monastery,0.18563401699066162
8,https://pbs.twimg.com/media/FO9ExbvXEAQtxTk.jpg,images/Cropped Image9.jpg,0.9607845544815063,9,carton,0.43962472677230835
9,https://pbs.twimg.com/media/FO9ExbvXEAQtxTk.jpg,images/Cropped Image10.jpg,0.596753716468811,9,monastery,0.372289776802063
10,https://pbs.twimg.com/media/FO9ExbvXEAQtxTk.jpg,images/Cropped Image11.jpg,0.5064864754676819,9,freight car,0.6184563040733337
11,https://pbs.twimg.com/media/FO8t2R3XsAgiBiQ.jpg,images/Cropped Image12.jpg,0.9606746435165405,9,ocean liner,0.8410717844963074
12,https://pbs.twimg.com/media/FO8t2R3XsAgiBiQ.jpg,images/Cropped Image13.jpg,0.9047465920448303,9,ocean liner,0.8869611620903015
13,https://pbs.twimg.com/media/FO8t2R3XsAgiBiQ.jpg,images/Cropped Image14.jpg,0.6690889596939087,9,ocean liner,0.560601532459259
14,https://pbs.twimg.com/media/FO8t2R3XsAgiBiQ.jpg,images/Cropped Image15.jpg,0.5649738311767578,9,ocean liner,0.8780667185783386
15,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image16.jpg,0.9982853531837463,9,whiskey jug,0.4525085389614105
16,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image17.jpg,0.9613064527511597,9,patas monkey,0.12794964015483856
17,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image18.jpg,0.9612754583358765,9,monastery,0.09278235584497452
18,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image19.jpg,0.9263603687286377,9,stupa,0.6705104112625122
19,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image20.jpg,0.8944723606109619,9,tub,0.17713862657546997
20,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image21.jpg,0.857505738735199,9,stupa,0.3088778257369995
21,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image22.jpg,0.563115119934082,9,whiskey jug,0.11125176399946213
22,https://pbs.twimg.com/media/FO7hFBeWQAIPwJa.jpg,images/Cropped Image23.jpg,0.5034001469612122,9,cleaver,0.7321778535842896
23,https://pbs.twimg.com/media/FO7TZ9QXEAULrqX.jpg,images/Cropped Image24.jpg,0.9925106763839722,9,container ship,0.5618461966514587
